# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.755047,0.001281,1481.227312,6.923967,0.010385,37.346328,0.704342,-0.061432,0.062466,-0.704433,-0.010271,0.015732,0.000000
1.100000,7.652737,-0.056371,1511.893115,14.634154,-0.392681,74.011756,0.702919,-0.060292,0.077750,-0.704432,-0.065148,0.062500,0.000000
1.650000,18.105408,-0.688730,1562.504905,23.633351,-2.085871,109.887073,0.700935,-0.064467,0.097313,-0.703608,-0.026409,-0.002554,0.000000
2.200000,33.721781,-2.341984,1632.582287,33.006309,-3.826722,144.713336,0.701321,-0.064687,0.094032,-0.703649,-0.005933,0.024147,0.000000
2.750000,54.364153,-4.965573,1721.381837,42.123296,-5.814516,177.818607,0.700292,-0.065128,0.103049,-0.703371,0.005504,-0.007552,0.000000
3.300000,79.958497,-8.716159,1827.723347,50.878328,-7.875431,208.422855,0.699740,-0.064222,0.107428,-0.703348,-0.011809,0.006942,0.000000
3.850000,109.920588,-13.553069,1948.815316,57.069212,-9.478608,227.845245,0.699248,-0.063514,0.111241,-0.703309,-0.008974,0.008454,0.000000
4.400000,141.897612,-18.927514,2074.967656,58.639013,-9.915297,228.621432,0.698747,-0.062801,0.115030,-0.703261,-0.002733,0.002048,0.000000
4.950000,173.953159,-24.320975,2198.469036,57.887057,-9.686673,220.319977,0.698514,-0.062764,0.116847,-0.703197,-0.002437,0.001802,0.000000
5.500000,205.581956,-29.582711,2317.365624,57.139322,-9.452093,212.076094,0.698244,-0.062767,0.118943,-0.703113,-0.004079,0.003466,0.000000
6.050000,236.816141,-34.719163,2431.800750,56.450164,-9.229751,204.092161,0.697943,-0.062822,0.121274,-0.703009,-0.005660,0.004910,0.000000
6.600000,267.686313,-39.736832,2541.910093,55.813780,-9.018834,196.342351,0.697615,-0.062939,0.123793,-0.702885,-0.007068,0.006107,0.000000
7.150000,298.219337,-44.643237,2647.816052,55.218993,-8.832135,188.803761,0.697346,-0.063963,0.126144,-0.702642,-0.014594,-0.007746,0.000000
7.700000,328.436883,-49.450685,2749.628702,54.667341,-8.654214,181.454539,0.697214,-0.066762,0.128003,-0.702176,-0.012753,-0.001006,0.000000
8.250000,358.359625,-54.167772,2847.447652,54.149601,-8.497087,174.278292,0.697073,-0.069942,0.129984,-0.701642,-0.012281,0.001066,0.000000
8.800000,388.006076,-58.803112,2941.363543,53.661990,-8.358660,167.258592,0.696882,-0.073165,0.132264,-0.701077,-0.014229,-0.001927,0.000000
9.350000,417.392926,-63.364686,3031.458261,53.203473,-8.232749,160.381302,0.696628,-0.076305,0.134869,-0.700498,-0.016228,-0.003240,0.000000
9.900000,446.535329,-67.860222,3117.806945,52.772791,-8.117281,153.634954,0.696344,-0.079722,0.137659,-0.699857,-0.016832,-0.001272,0.000000
10.450000,475.447465,-72.296278,3200.478865,52.366173,-8.015082,147.009569,0.696024,-0.083516,0.140682,-0.699131,-0.018670,-0.001843,0.000000
11.000000,504.141559,-76.679510,3279.537986,51.980770,-7.924874,140.495576,0.695654,-0.088149,0.144106,-0.698233,-0.021396,-0.003230,0.000000
