# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.572512,0.001070,1480.236919,6.476158,0.010865,35.049987,0.704362,-0.061481,0.062241,-0.704429,-0.008387,0.013108,0.000000
1.100000,7.239767,-0.045136,1509.777186,14.201479,-0.337208,72.057085,0.703050,-0.060308,0.076405,-0.704447,-0.062465,0.061466,0.000000
1.650000,17.373570,-0.615386,1559.061175,22.839387,-1.914651,106.698341,0.700963,-0.064235,0.097004,-0.703644,-0.033683,0.003312,0.000000
2.200000,32.407022,-2.153486,1626.728044,31.676022,-3.572418,139.050896,0.701348,-0.065072,0.093851,-0.703611,0.002192,0.016372,0.000000
2.750000,52.116839,-4.579441,1711.608094,39.995510,-5.349918,168.962887,0.700223,-0.065229,0.103624,-0.703346,-0.004206,-0.003976,0.000000
3.300000,76.231685,-8.001412,1811.748009,47.536989,-7.098358,194.528007,0.699751,-0.064318,0.107322,-0.703345,-0.023437,0.018065,0.000000
3.850000,104.274463,-12.393154,1924.815136,53.981423,-8.764423,214.836865,0.699246,-0.063781,0.111266,-0.703283,-0.018697,0.018660,0.000000
4.400000,134.694495,-17.416420,2044.341544,56.096256,-9.351279,217.712948,0.698681,-0.063159,0.115572,-0.703207,-0.014792,0.016059,0.000000
4.950000,165.384197,-22.512559,2161.961354,55.419724,-9.146044,209.720797,0.698400,-0.063197,0.117774,-0.703117,-0.011496,0.011887,0.000000
5.500000,195.669044,-27.483277,2275.074819,54.711012,-8.924381,201.646005,0.698106,-0.063297,0.120071,-0.703012,-0.010016,0.009906,0.000000
6.050000,225.578722,-32.334410,2383.816068,54.057005,-8.713935,193.816644,0.697785,-0.063460,0.122555,-0.702886,-0.008943,0.008329,0.000000
6.600000,255.141803,-37.071957,2488.313145,53.452072,-8.513922,186.208054,0.697429,-0.063687,0.125294,-0.702736,-0.008148,0.006919,0.000000
7.150000,284.384074,-41.701544,2588.681650,52.891254,-8.323229,178.799887,0.697033,-0.063982,0.128304,-0.702559,-0.008180,0.006339,0.000000
7.700000,313.326607,-46.234000,2685.026635,52.362276,-8.159005,171.573441,0.696856,-0.066840,0.130547,-0.702056,-0.014140,-0.004474,0.000000
8.250000,341.989376,-50.676329,2777.442139,51.868250,-8.004288,164.508937,0.696610,-0.069433,0.133106,-0.701567,-0.016502,-0.005249,0.000000
8.800000,370.388826,-55.038300,2866.013470,51.406347,-7.860584,157.592545,0.696372,-0.072606,0.135710,-0.700983,-0.015178,0.000397,0.000000
9.350000,398.540742,-59.327378,2950.818994,50.970121,-7.735183,150.812855,0.696112,-0.076258,0.138521,-0.700303,-0.016453,-0.000512,0.000000
9.900000,426.460224,-63.549768,3031.930769,50.559001,-7.622156,144.159197,0.695761,-0.079723,0.141773,-0.699615,-0.019003,-0.002284,0.000000
10.450000,454.160601,-67.712634,3109.415313,50.173301,-7.517431,137.621419,0.695369,-0.083559,0.145265,-0.698840,-0.019606,-0.000005,0.000000
11.000000,481.654653,-71.821517,3183.334016,49.808947,-7.425034,131.190988,0.694913,-0.087733,0.149109,-0.697972,-0.021814,-0.000972,0.000000
11.550000,508.953570,-75.882254,3253.743681,49.463030,-7.343120,124.859927,0.694386,-0.092642,0.153407,-0.696930,-0.026183,-0.002600,0.000000
12.100000,536.068309,-79.899803,3320.696384,49.138922,-7.267466,118.619119,0.693772,-0.097944,0.158090,-0.695769,-0.026436,-0.000731,0.000000
12.650000,563.008981,-83.878490,3384.240363,48.830196,-7.201736,112.463359,0.693036,-0.103638,0.163312,-0.694470,-0.030460,-0.001743,0.000000
13.200000,589.785130,-87.822542,3444.420217,48.540259,-7.141349,106.385017,0.692172,-0.109759,0.169042,-0.693019,-0.031978,-0.000371,0.000000
13.750000,616.405800,-91.735470,3501.277250,48.264753,-7.088568,100.379401,0.691139,-0.116334,0.175420,-0.691391,-0.036116,-0.000761,0.000000
14.300000,642.879412,-95.620775,3554.849697,48.005492,-7.040550,94.440158,0.689918,-0.123541,0.182481,-0.689529,-0.038975,0.000181,0.000000
14.850000,669.214295,-99.481125,3605.172809,47.759872,-6.998071,88.562929,0.688458,-0.131241,0.190336,-0.687440,-0.043473,0.000454,0.000000
15.400000,695.417835,-103.319452,3652.279339,47.528104,-6.960036,82.742600,0.686716,-0.139796,0.199103,-0.685008,-0.048082,0.000983,0.000000
15.950000,721.497596,-107.137854,3696.199303,47.309382,-6.925768,76.974820,0.684626,-0.149044,0.208880,-0.682233,-0.053245,0.001884,0.000000
16.500000,747.460323,-110.938528,3736.960561,47.102530,-6.895430,71.255681,0.682108,-0.159247,0.219845,-0.678997,-0.059729,0.002428,0.000000
17.050000,773.312555,-114.723354,3774.588696,46.907479,-6.868033,65.580999,0.679063,-0.170536,0.232149,-0.675201,-0.066764,0.003407,0.000000
17.600000,799.060559,-118.493668,3809.107177,46.723468,-6.841616,59.947324,0.675350,-0.182936,0.246017,-0.670754,-0.074842,0.005987,0.000000
18.150000,824.710366,-122.248270,3840.537694,46.550207,-6.811875,54.351445,0.670498,-0.195692,0.262485,-0.665761,-0.083822,0.014373,0.000000
