# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,2.715261,0.001036,1486.516902,10.582689,-0.009224,57.366932,0.704230,-0.061176,0.063740,-0.704454,-0.020777,0.029920,0.000000
1.100000,12.162761,-0.234071,1536.178593,24.152620,-1.245315,123.283511,0.702341,-0.060772,0.083610,-0.704296,-0.056023,0.037165,0.000000
1.650000,29.411015,-1.571763,1621.092399,38.371142,-3.479021,184.840031,0.702389,-0.061931,0.083394,-0.704173,-0.004609,0.023843,0.000000
2.200000,52.655572,-3.835369,1731.434603,43.127053,-4.261753,201.954693,0.701848,-0.061398,0.088486,-0.704138,0.002658,0.010162,0.000000
2.750000,76.239996,-6.149419,1840.433144,42.655204,-4.160430,194.432423,0.701323,-0.060828,0.093248,-0.704096,0.001710,0.005502,0.000000
3.300000,99.573904,-8.405018,1945.346422,42.211842,-4.051506,187.096869,0.700768,-0.060234,0.098116,-0.704038,-0.002734,0.005249,0.000000
3.850000,122.673411,-10.599822,2046.272239,41.795118,-3.935951,179.931799,0.700207,-0.059612,0.102888,-0.703968,-0.009946,0.010116,0.000000
4.400000,145.555566,-12.736772,2143.299054,41.412056,-3.830034,172.918859,0.699979,-0.059837,0.104902,-0.703878,-0.010866,0.008620,0.000000
4.950000,168.233988,-14.815457,2236.507903,41.057728,-3.729296,166.045116,0.699677,-0.060096,0.107529,-0.703760,-0.007265,0.004580,0.000000
5.500000,190.722685,-16.838297,2325.972608,40.725515,-3.629556,159.300967,0.699313,-0.060507,0.110669,-0.703600,-0.007301,0.005348,0.000000
6.050000,213.035050,-18.807901,2411.761121,40.414006,-3.532735,152.676307,0.698959,-0.061049,0.113701,-0.703421,-0.010890,0.008134,0.000000
6.600000,235.182767,-20.725986,2493.936430,40.125458,-3.441972,146.160883,0.698576,-0.061631,0.116928,-0.703222,-0.010805,0.006978,0.000000
7.150000,257.176506,-22.594405,2572.556802,39.855635,-3.353722,139.747416,0.698116,-0.062352,0.120729,-0.702973,-0.011424,0.007507,0.000000
7.700000,279.026060,-24.417465,2647.675993,39.597574,-3.281091,133.428546,0.697745,-0.064327,0.124176,-0.702562,-0.019829,-0.005631,0.000000
8.250000,300.738525,-26.201485,2719.343857,39.360539,-3.204418,127.195675,0.697501,-0.068519,0.127248,-0.701858,-0.016141,0.004004,0.000000
8.800000,322.323400,-27.946864,2787.606201,39.131749,-3.144637,121.043956,0.697113,-0.072059,0.131044,-0.701191,-0.022345,-0.004030,0.000000
9.350000,343.787167,-29.659197,2852.505713,38.920520,-3.082556,114.966251,0.696701,-0.076346,0.135047,-0.700387,-0.020884,0.002783,0.000000
9.900000,365.137254,-31.340558,2914.081903,38.718019,-3.032806,108.958282,0.696172,-0.080656,0.139663,-0.699524,-0.025695,-0.001682,0.000000
10.450000,386.379784,-32.994960,2972.371484,38.529636,-2.983482,103.014101,0.695579,-0.085692,0.144662,-0.698498,-0.026436,0.002055,0.000000
11.000000,407.521448,-34.624000,3027.408393,38.350622,-2.941677,97.129702,0.694820,-0.090723,0.150425,-0.697400,-0.030426,0.000719,0.000000
11.550000,428.567548,-36.231285,3079.224217,38.182652,-2.903017,91.300251,0.693963,-0.096744,0.156716,-0.696057,-0.033513,0.001625,0.000000
12.100000,449.524180,-37.817933,3127.848012,38.024648,-2.867642,85.521757,0.692881,-0.102914,0.163935,-0.694586,-0.037102,0.003053,0.000000
12.650000,470.396233,-39.386601,3173.306809,37.875305,-2.837031,79.790480,0.691595,-0.109966,0.172021,-0.692829,-0.042312,0.002542,0.000000
13.200000,491.188530,-40.939184,3215.625530,37.734127,-2.809458,74.102817,0.690042,-0.118030,0.181158,-0.690719,-0.048747,0.002769,0.000000
13.750000,511.905228,-42.477575,3254.827207,37.600856,-2.784983,68.455020,0.688128,-0.127451,0.191632,-0.688122,-0.055937,0.003071,0.000000
14.300000,532.551093,-44.002945,3290.932669,37.476301,-2.762152,62.843410,0.685758,-0.137858,0.203531,-0.685059,-0.062309,0.004975,0.000000
14.850000,553.130345,-45.516430,3323.961179,37.358321,-2.741911,57.265719,0.682797,-0.149276,0.217115,-0.681444,-0.071212,0.006477,0.000000
15.400000,573.646372,-47.019497,3353.930670,37.246499,-2.724099,51.719174,0.679072,-0.162352,0.232776,-0.676992,-0.082704,0.007594,0.000000
15.950000,594.102720,-48.513195,3380.857417,37.141319,-2.707720,46.200726,0.674351,-0.177344,0.250855,-0.671470,-0.095503,0.009531,0.000000
16.500000,614.502949,-49.998205,3404.756184,37.042275,-2.692533,40.708009,0.668322,-0.194303,0.271723,-0.664649,-0.110292,0.012282,0.000000
17.050000,634.850195,-51.475232,3425.640594,36.948562,-2.678704,35.239114,0.660569,-0.213548,0.295861,-0.656134,-0.128355,0.015345,0.000000
17.600000,655.147289,-52.945010,3443.523222,36.859890,-2.666130,29.792107,0.650539,-0.235556,0.323791,-0.645346,-0.150134,0.018728,0.000000
18.150000,675.397009,-54.408158,3458.415570,36.776319,-2.654555,24.365058,0.637513,-0.260723,0.355994,-0.631560,-0.175569,0.022697,0.000000
18.700000,695.602232,-55.865160,3470.328097,36.698144,-2.643753,18.956074,0.620588,-0.289259,0.392811,-0.613919,-0.204308,0.027468,0.000000
