# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.963942,0.001262,1482.411749,8.462483,0.008136,46.063064,0.704327,-0.061393,0.062636,-0.704436,-0.012510,0.019111,0.000000
1.100000,9.536745,-0.108548,1522.361883,18.558969,-0.598997,95.384667,0.702673,-0.060303,0.080258,-0.704396,-0.067822,0.059422,0.000000
1.650000,21.171693,-0.698727,1579.989626,23.866048,-1.587168,114.193624,0.701657,-0.064377,0.090759,-0.703773,0.009225,-0.023552,0.000000
2.200000,35.796172,-1.799307,1648.108600,29.293187,-2.406007,133.630307,0.701687,-0.063227,0.090333,-0.703902,-0.031726,0.039571,0.000000
2.750000,53.459007,-3.439754,1726.925121,34.987033,-3.602164,152.828798,0.700806,-0.064431,0.098455,-0.703581,0.006374,-0.007786,0.000000
3.300000,74.198033,-5.732231,1815.895757,40.358662,-4.765765,170.288655,0.700173,-0.063573,0.103682,-0.703539,-0.022791,0.017789,0.000000
3.850000,97.792859,-8.697852,1913.782089,45.333364,-5.991748,185.253680,0.699739,-0.063260,0.107199,-0.703471,-0.018561,0.022583,0.000000
4.400000,123.956653,-12.325919,2019.110113,49.655631,-7.165828,197.098497,0.699163,-0.062901,0.111788,-0.703362,-0.010846,0.016589,0.000000
4.950000,151.859522,-16.439904,2128.352993,51.161166,-7.606718,197.586540,0.698800,-0.062949,0.114696,-0.703250,-0.003384,0.003307,0.000000
5.500000,179.840529,-20.574368,2234.942167,50.600623,-7.435403,190.041814,0.698446,-0.063084,0.117513,-0.703124,-0.003267,0.001395,0.000000
6.050000,207.524640,-24.616312,2337.435055,50.079662,-7.269943,182.688296,0.698073,-0.063277,0.120453,-0.702981,-0.005644,0.003032,0.000000
6.600000,234.933454,-28.570156,2435.931818,49.595585,-7.110905,175.508995,0.697699,-0.063569,0.123372,-0.702819,-0.009083,0.006791,0.000000
7.150000,262.086393,-32.439856,2530.523517,49.146259,-6.960196,168.486203,0.697321,-0.063987,0.126320,-0.702633,-0.010662,0.008628,0.000000
