# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.600000,1.801640,0.005913,1481.455102,7.151608,0.045671,38.381252,0.704340,-0.058209,0.062443,-0.704711,0.038165,0.062737,0.000000
1.200000,8.645805,-0.370164,1518.593511,15.152567,-2.317134,85.907399,0.701612,-0.001194,0.077979,-0.708278,0.124953,0.233318,0.000000
1.800000,19.228418,-4.171905,1584.544015,19.973022,-10.663509,133.643721,0.700328,0.014275,0.084895,-0.708611,-0.082752,-0.146610,0.000000
2.400000,32.936675,-12.440028,1678.434609,25.496941,-16.970593,178.645067,0.700068,0.018763,0.084282,-0.708837,0.035262,0.065868,0.000000
3.000000,49.564774,-24.715225,1798.094108,29.948020,-23.680621,219.676635,0.700044,0.019936,0.083167,-0.708961,0.031432,0.050096,0.000000
3.600000,68.170836,-40.015693,1935.376294,31.432734,-26.204918,230.615795,0.699795,0.023732,0.082460,-0.709171,0.002203,-0.005314,0.000000
4.200000,86.994702,-55.671254,2071.546851,31.232513,-25.842132,222.317343,0.699768,0.024076,0.082474,-0.709185,-0.002636,-0.009984,0.000000
4.800000,105.647486,-71.004083,2202.086867,30.945323,-25.288196,212.880299,0.699674,0.025049,0.082959,-0.709188,-0.000784,-0.001315,0.000000
5.400000,124.137529,-86.021899,2327.077918,30.690879,-24.784812,203.813791,0.699541,0.026374,0.083696,-0.709184,0.000320,0.002832,0.000000
6.000000,142.483246,-100.752148,2446.729246,30.464669,-24.325752,195.075057,0.699393,0.027812,0.084567,-0.709172,0.000603,0.004196,0.000000
6.600000,160.700097,-115.218852,2561.226292,30.261170,-23.904613,186.627137,0.699238,0.029138,0.085780,-0.709127,-0.000633,0.005001,0.000000
7.200000,178.801482,-129.443245,2670.733852,30.078829,-23.517012,178.438878,0.699068,0.030527,0.087159,-0.709067,-0.000900,0.005781,0.000000
7.800000,196.799016,-143.444404,2775.399565,29.914853,-23.159189,170.483015,0.698883,0.031988,0.088703,-0.708994,-0.000850,0.006966,0.000000
8.400000,214.702845,-157.239296,2875.354763,29.766877,-22.828001,162.733721,0.698682,0.033501,0.090428,-0.708904,-0.000618,0.008280,0.000000
9.000000,232.521979,-170.843137,2970.717423,29.632843,-22.521475,155.171606,0.698462,0.035089,0.092365,-0.708794,-0.000703,0.009132,0.000000
9.600000,250.264537,-184.269744,3061.594855,29.511009,-22.237024,147.779778,0.698212,0.036841,0.094569,-0.708661,-0.001482,0.010006,0.000000
10.200000,267.937556,-197.531342,3148.084296,29.400792,-21.972229,140.542940,0.697914,0.038849,0.097210,-0.708490,-0.001742,0.011007,0.000000
10.800000,285.547489,-210.639856,3230.274666,29.300648,-21.725369,133.447560,0.697591,0.040923,0.100077,-0.708292,-0.002131,0.012886,0.000000
11.400000,303.100147,-223.605615,3308.247107,29.209622,-21.496530,126.481167,0.697221,0.043216,0.103312,-0.708055,-0.002592,0.013428,0.000000
12.000000,320.600720,-236.438492,3382.075764,29.126937,-21.282510,119.633133,0.696798,0.045727,0.106961,-0.707772,-0.003039,0.015410,0.000000
12.600000,338.053944,-249.147690,3451.828459,29.051664,-21.083695,112.893118,0.696321,0.048436,0.111020,-0.707436,-0.003633,0.016918,0.000000
13.200000,355.464085,-261.741559,3517.567315,28.983214,-20.898164,106.252148,0.695766,0.051448,0.115629,-0.707032,-0.004262,0.019128,0.000000
13.800000,372.835016,-274.228111,3579.349127,28.920863,-20.725613,99.701681,0.695126,0.054748,0.120814,-0.706546,-0.005042,0.021353,0.000000
14.400000,390.170233,-286.614612,3637.225906,28.864011,-20.564638,93.234102,0.694372,0.058439,0.126730,-0.705955,-0.006008,0.024309,0.000000
15.000000,407.472636,-298.907704,3691.245199,28.811493,-20.414115,86.842204,0.693472,0.062558,0.133654,-0.705209,-0.007723,0.028203,0.000000
15.600000,424.745114,-311.113765,3741.450245,28.764220,-20.274473,80.518902,0.692394,0.067195,0.141607,-0.704289,-0.008547,0.031744,0.000000
16.200000,441.990403,-323.238877,3787.880464,28.720580,-20.143963,74.258528,0.691097,0.072454,0.150625,-0.703170,-0.010218,0.036618,0.000000
16.800000,459.210503,-335.288242,3830.571898,28.680407,-20.022068,68.055281,0.689501,0.078457,0.161213,-0.701744,-0.012363,0.042678,0.000000
17.400000,476.407625,-347.267053,3869.557127,28.643858,-19.908611,61.903694,0.687518,0.085372,0.173531,-0.699941,-0.014454,0.049617,0.000000
18.000000,493.583671,-359.180022,3904.865738,28.610031,-19.802414,55.799138,0.685022,0.093408,0.187940,-0.697638,-0.017366,0.058510,0.000000
18.600000,510.740145,-371.031264,3936.524599,28.578614,-19.702779,49.737119,0.681818,0.102825,0.205061,-0.694624,-0.021171,0.069793,0.000000
19.200000,527.878468,-382.824558,3964.557943,28.549494,-19.609143,43.713417,0.677633,0.113962,0.225538,-0.690622,-0.025785,0.083855,0.000000
19.800000,544.999920,-394.563270,3988.987631,28.522293,-19.520687,37.724371,0.672075,0.127246,0.250136,-0.685241,-0.031561,0.101609,0.000000
20.400000,562.105519,-406.250246,4009.833500,28.496593,-19.436559,31.766879,0.664557,0.143203,0.279868,-0.677884,-0.038993,0.124243,0.000000
21.000000,579.196078,-417.887883,4027.113684,28.472121,-19.356140,25.838366,0.654212,0.162454,0.315973,-0.667657,-0.048500,0.152997,0.000000
21.600000,596.272293,-429.478320,4040.844943,28.448784,-19.279243,19.936850,0.639769,0.185687,0.359805,-0.653253,-0.060464,0.189103,0.000000
22.200000,613.334870,-441.023790,4051.043025,28.426706,-19.206428,14.060925,0.619406,0.213558,0.412643,-0.632797,-0.075232,0.233587,0.000000
22.800000,630.384687,-452.527202,4057.722950,28.406368,-19.139474,8.209451,0.590616,0.246483,0.475323,-0.603705,-0.092949,0.286777,0.000000
23.400000,647.423054,-463.993015,4060.898694,28.388750,-19.081833,2.380408,0.550212,0.284283,0.547546,-0.562681,-0.113181,0.347169,0.000000
24.000000,664.452005,-475.428214,4060.582303,28.375204,-19.038182,-3.432357,0.494832,0.325596,0.626763,-0.506222,-0.133957,0.408592,0.000000
24.600000,681.474180,-486.841905,4056.779641,28.364802,-19.005737,-9.241347,0.422836,0.367093,0.706641,-0.432558,-0.149816,0.454233,0.000000
25.200000,698.486922,-498.225975,4049.493837,28.225704,-18.553267,-14.630134,0.345782,0.400561,0.771385,-0.353442,-0.150594,0.453516,0.000000
25.800000,715.021353,-508.049133,4040.499847,26.955740,-14.411203,-15.383882,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
26.400000,730.895442,-515.723616,4031.009246,25.997820,-11.302948,-16.260768,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
27.000000,746.257870,-521.742834,4020.984455,25.236708,-8.849268,-17.151072,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
27.600000,761.206207,-526.432095,4010.438161,24.609690,-6.844073,-17.991079,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
28.200000,775.808970,-530.021299,3999.412366,24.080734,-5.169073,-18.745968,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
28.800000,790.118064,-532.685786,3987.963371,23.627448,-3.750673,-19.399838,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
29.400000,804.174151,-534.563890,3976.153242,23.235391,-2.541231,-19.950220,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
30.000000,818.010720,-535.770210,3964.042704,22.894319,-1.506708,-20.402640,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
30.600000,831.655977,-536.401716,3951.687698,22.596436,-0.620974,-20.767101,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
31.200000,845.133859,-536.541001,3939.137403,22.335462,0.137221,-21.055620,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
31.800000,858.464903,-536.259111,3926.433752,22.106145,0.785787,-21.280442,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
32.400000,871.666699,-535.617011,3913.611462,21.904011,1.340081,-21.453024,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
33.000000,884.754378,-534.667199,3900.698727,21.725165,1.813540,-21.583454,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
33.600000,897.740886,-533.454624,3887.718144,21.566234,2.217826,-21.680366,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
34.200000,910.637273,-532.017669,3874.687628,21.424304,2.563053,-21.750958,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
34.800000,923.452964,-530.389081,3861.621159,21.296856,2.857970,-21.801063,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
35.400000,936.195979,-528.596719,3848.529568,21.181724,3.110112,-21.835339,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
36.000000,948.873141,-526.664268,3835.421212,21.077048,3.325951,-21.857473,0.345788,0.400558,0.771380,-0.353449,-0.150594,0.453518,0.000000
