# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.600000,2.016400,0.007279,1482.608752,7.557158,0.044354,40.416047,0.704313,-0.057104,0.062712,-0.704804,0.044486,0.073456,0.000000
1.200000,8.865332,-0.381324,1519.654860,14.672114,-2.265228,82.731029,0.701372,0.002132,0.078949,-0.708406,0.123289,0.231880,0.000000
1.800000,18.883626,-3.890816,1581.282923,18.547978,-9.707890,122.185261,0.699832,0.019919,0.086988,-0.708713,-0.081620,-0.137441,0.000000
2.400000,31.430940,-11.377945,1665.795377,23.239513,-15.092832,159.115837,0.700198,0.017076,0.084436,-0.708734,0.069813,0.122151,0.000000
3.000000,46.429518,-22.316314,1771.390933,26.801883,-20.971987,191.887967,0.700252,0.016949,0.083545,-0.708790,0.040380,0.055357,0.000000
3.600000,63.408469,-36.485967,1895.016724,29.725664,-26.126374,219.429898,0.699749,0.023538,0.083779,-0.709070,0.029974,0.037905,0.000000
4.200000,81.780501,-53.225139,2031.553904,31.157439,-28.943358,231.223216,0.699406,0.027570,0.084444,-0.709184,0.012247,0.024371,0.000000
4.800000,100.505744,-70.667423,2168.944645,31.102244,-28.842369,224.653557,0.699238,0.029370,0.085033,-0.709208,0.004875,0.007307,0.000000
5.400000,119.079988,-87.792548,2300.867445,30.820077,-28.249169,215.156296,0.699118,0.030569,0.085573,-0.709210,0.000947,0.001942,0.000000
6.000000,137.496613,-104.575185,2427.207984,30.573100,-27.703884,206.037462,0.698982,0.031874,0.086282,-0.709201,0.000554,0.002879,0.000000
6.600000,155.773534,-121.044667,2548.179370,30.352949,-27.203864,197.252522,0.698829,0.033210,0.087322,-0.709163,-0.000705,0.004709,0.000000
7.200000,173.925724,-137.227037,2663.970235,30.156821,-26.744847,188.763271,0.698661,0.034606,0.088579,-0.709106,-0.000356,0.006069,0.000000
7.800000,191.966203,-153.145402,2774.747997,29.980825,-26.322336,180.537498,0.698476,0.036087,0.089997,-0.709036,-0.000160,0.007189,0.000000
8.400000,209.906396,-168.820457,2880.662542,29.822616,-25.932720,172.548213,0.698273,0.037657,0.091589,-0.708951,-0.000111,0.008102,0.000000
9.000000,227.756356,-184.270689,2981.847705,29.679936,-25.572242,164.768842,0.698049,0.039336,0.093376,-0.708847,-0.000228,0.008872,0.000000
9.600000,245.524879,-199.512526,3078.423008,29.550706,-25.237444,157.178997,0.697796,0.041160,0.095425,-0.708719,-0.000869,0.010188,0.000000
10.200000,263.219728,-214.560516,3170.496813,29.433975,-24.926849,149.760914,0.697501,0.043218,0.097842,-0.708558,-0.001093,0.010328,0.000000
