id,rocket mass (kg),time (s),motor type,impulse (N*s),burn out (s),nozzle radius (m),throat radius (m),radius (kg*m^2),distance rocket nozzle (m),distance rocket propellant (m),nose length (m),nose distance to cm (m),fin span (m),fin distance to cm (m),rail length (m),latitude,longitude,Phase 1 - Rail Launch,Phase 2 - Powered Flight,Apogee,Phase 3 - Drogue Parachute Deployment,Phase 4 - Descent Under Drogue Parachute,Phase 5 - Main Parachute Deployment,Phase 6 - Descent Under Main Parachute,Phase 7 - Impact,No. Stages,apogee X,apogee Y,apogee Z,x impact,y impact,impact velocity,temperature,E wind start,E wind end,N wind start,N wind end,Burn out time,Nozzle Distance,Propellant
1,10,405.59120041508805,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.2852307808751447,26.601466488947278,26.60952380952381,28.10952380952381,218.70476190476194,220.20476190476194,405.59120041508805,7,931.0288885289945,-320.1599475444735,5385.341395033967,2935.2596894866488,1512.9726824720692,-4.441197395315521,300,0,10,-2,0,3.6,-1.255,-0.85704id,rocket mass (kg),time (s),motor type,impulse (N*s),burn out (s),nozzle radius (m),throat radius (m),radius (kg*m^2),distance rocket nozzle (m),distance rocket propellant (m),nose length (m),nose distance to cm (m),fin span (m),fin distance to cm (m),rail length (m),latitude,longitude,Phase 1 - Rail Launch,Phase 2 - Powered Flight,Apogee,Phase 3 - Drogue Parachute Deployment,Phase 4 - Descent Under Drogue Parachute,Phase 5 - Main Parachute Deployment,Phase 6 - Descent Under Main Parachute,Phase 7 - Impact,No. Stages,apogee X,apogee Y,apogee Z,x impact,y impact,impact velocity,temperature,E wind start,E wind end,N wind start,N wind end,Burn out time,Nozzle Distance,Propellant
1,10,405.59120041508805,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.2852307808751447,26.601466488947278,26.60952380952381,28.10952380952381,218.70476190476194,220.20476190476194,405.59120041508805,7,931.0288885289945,-320.1599475444735,5385.341395033967,2935.2596894866488,1512.9726824720692,-4.441197395315521,300,0,10,-2,0,3.6,-1.255,-0.85704
2,12,363.674288610195,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.3033234929750343,26.73658787246138,26.742857142857144,28.242857142857144,193.42857142857144,194.92857142857144,363.674288610195,7,898.6133141937777,-357.10078673075003,5207.89626072182,2695.413048551436,1255.9312660166988,-4.865149048154631,300,0,10,-2,0,3.6,-1.255,-0.85704
3,14,319.73708056398004,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.32036859812065804,25.97426972079801,25.980952380952385,27.480952380952385,162.41904761904763,163.91904761904763,319.73708056398004,7,820.2815292530594,-359.70669345023214,4828.243748041581,2400.175529432679,1030.6712664361585,-5.255022487372988,300,0,10,-2,0,3.6,-1.255,-0.85704
4,16,280.164514472146,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.33656341241661336,24.80369395469694,24.80952380952381,26.30952380952381,133.2761904761905,134.7761904761905,280.164514472146,7,730.876980797689,-342.16076128600514,4405.976604156378,2115.849710872418,851.9643322712891,-5.617929127781945,300,0,10,-2,0,3.6,-1.255,-0.85704
5,18,247.13854857681935,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.35205061579036,23.543163637158088,23.552380952380954,25.052380952380954,108.8952380952381,110.3952380952381,247.13854857681935,7,647.550495916046,-317.6768219604144,4020.9798581279897,1870.1896907639987,714.8066465956717,-5.9587871533942725,300,0,10,-2,0,3.6,-1.255,-0.85704
6,20,219.57961332025974,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.3670029127176369,22.26130430952682,22.26666666666667,23.76666666666667,88.63809523809525,90.13809523809525,219.57961332025974,7,571.6377955342516,-290.47923194128754,3678.9257936321587,1658.8197533883094,608.9481371832816,-6.281190619039954,300,0,10,-2,0,3.6,-1.255,-0.85704
7,22,196.58693509901883,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.38141988517265396,21.009223539369117,21.009523809523813,22.509523809523813,71.94285714285715,73.44285714285715,196.58693509901883,7,503.6342612057813,-263.50385548120954,3381.1215465988707,1477.6995380769924,526.2330273248821,-6.587849536959656,300,0,10,-2,0,3.6,-1.255,-0.85704
8,24,177.40513529894517,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.3955424711385744,19.820680586584125,19.82857142857143,21.32857142857143,58.26666666666667,59.76666666666667,177.40513529894517,7,443.59491972092235,-238.59557180975827,3125.647538678485,1323.2113657790285,460.3786290740986,-6.880869242288673,300,0,10,-2,0,3.6,-1.255,-0.85704
9,26,161.41129839088592,Cesaroni_M1300,6420.952724999999,3.6,0.033,0.011,0.0635,0.343,0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.40918200720608894,18.71379201500202,18.714285714285715,20.214285714285715,47.11428571428572,48.61428571428572,161.41129839088592,7,390.7254633304022,-216.72115284815462,2908.50025991237,1190.988118683529,407.236278205021,-7.161924092860773,300,0,10,-2,0,3.6,-1.255,-0.85704
