# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.472605,0.000768,1479.676272,5.831690,0.007808,31.424067,0.704366,-0.061492,0.062193,-0.704428,-0.007850,0.012321,0.000000
1.100000,6.468085,-0.037734,1505.456399,12.411189,-0.276378,62.189565,0.703118,-0.060305,0.075703,-0.704455,-0.060659,0.061033,0.000000
1.650000,15.327222,-0.521572,1547.969043,20.051491,-1.680496,92.271769,0.700655,-0.064078,0.099717,-0.703586,-0.057203,0.020949,0.000000
2.200000,28.688843,-1.955984,1606.772684,28.489475,-3.456866,121.356109,0.700809,-0.067392,0.099197,-0.703196,0.020787,-0.007369,0.000000
2.750000,46.553114,-4.293029,1681.230048,36.481386,-5.146347,149.102529,0.699721,-0.066068,0.107989,-0.703110,-0.038080,0.022035,0.000000
3.300000,68.833025,-7.667337,1770.389340,44.425001,-7.080549,174.769882,0.699436,-0.066165,0.110290,-0.703027,-0.017365,0.026656,0.000000
3.850000,95.065670,-12.038499,1871.957694,50.113740,-8.598414,191.148484,0.698745,-0.066183,0.115716,-0.702841,-0.002535,0.012012,0.000000
4.400000,123.209420,-16.930146,1977.808779,51.734218,-9.056469,191.845396,0.698033,-0.065801,0.121032,-0.702689,-0.003629,0.008700,0.000000
4.950000,151.548180,-21.872772,2081.434633,51.282889,-8.913486,184.825944,0.697348,-0.065463,0.126010,-0.702525,-0.003819,0.001073,0.000000
5.500000,179.622283,-26.731223,2181.140797,50.810072,-8.755289,177.767136,0.696976,-0.065804,0.128821,-0.702353,-0.011619,0.009179,0.000000
6.050000,207.447316,-31.507013,2277.004015,50.372334,-8.607379,170.850796,0.696610,-0.066260,0.131584,-0.702161,-0.013437,0.011164,0.000000
6.600000,235.039466,-36.203237,2369.099616,49.965633,-8.468574,164.063876,0.696166,-0.066813,0.134887,-0.701922,-0.010499,0.007621,0.000000
7.150000,262.413906,-40.823195,2457.496489,49.583828,-8.334167,157.397825,0.695620,-0.067439,0.138853,-0.701631,-0.010296,0.006487,0.000000
7.700000,289.585127,-45.370632,2542.258044,49.224879,-8.203422,150.843660,0.695057,-0.068168,0.142882,-0.701309,-0.013696,0.009408,0.000000
8.250000,316.565900,-49.848886,2623.443119,48.888306,-8.084568,144.391692,0.694487,-0.069204,0.146993,-0.700922,-0.016803,0.003677,0.000000
8.800000,343.365248,-54.266927,2701.106241,48.570273,-7.976389,138.034463,0.694193,-0.073582,0.150419,-0.700040,-0.018071,0.002233,0.000000
9.350000,369.995603,-58.625529,2775.297278,48.268599,-7.878082,131.765342,0.693674,-0.076686,0.154674,-0.699293,-0.022916,-0.002051,0.000000
9.900000,396.465022,-62.932313,2846.062844,47.986981,-7.782994,125.577048,0.693182,-0.080931,0.158998,-0.698332,-0.021379,0.004106,0.000000
10.450000,422.783106,-67.190131,2913.446032,47.717705,-7.701531,119.464813,0.692551,-0.085094,0.163953,-0.697317,-0.026106,-0.000300,0.000000
11.000000,448.957979,-71.403865,2977.486883,47.465917,-7.622289,113.422315,0.691834,-0.089678,0.169317,-0.696171,-0.026429,0.003937,0.000000
11.550000,474.997644,-75.576872,3038.222596,47.226147,-7.553294,107.445238,0.690982,-0.094595,0.175302,-0.694885,-0.030533,0.001716,0.000000
12.100000,500.909558,-79.712847,3095.687651,47.001127,-7.487479,101.528307,0.689994,-0.099978,0.181864,-0.693425,-0.032396,0.004344,0.000000
12.650000,526.700944,-83.814536,3149.914051,46.787677,-7.428864,95.667597,0.688805,-0.105678,0.189215,-0.691793,-0.036492,0.003845,0.000000
13.200000,552.378292,-87.885297,3200.931499,46.586215,-7.374756,89.858787,0.687431,-0.112134,0.197303,-0.689881,-0.040551,0.004645,0.000000
13.750000,577.947439,-91.928017,3248.767670,46.394425,-7.326659,84.098292,0.685805,-0.119645,0.206394,-0.687574,-0.046891,0.003859,0.000000
14.300000,603.414496,-95.945027,3293.447646,46.214877,-7.281140,78.381376,0.683865,-0.127901,0.216496,-0.684908,-0.050406,0.006124,0.000000
14.850000,628.785390,-99.938150,3334.994781,46.044225,-7.240207,72.705783,0.681509,-0.136595,0.227788,-0.681909,-0.056672,0.007218,0.000000
15.400000,654.064805,-103.909984,3373.430943,45.882604,-7.203240,67.068031,0.678675,-0.146527,0.240497,-0.678300,-0.064199,0.007911,0.000000
15.950000,679.258051,-107.862111,3408.775897,45.730679,-7.168553,61.464604,0.675234,-0.157446,0.254750,-0.674071,-0.071205,0.010231,0.000000
16.500000,704.370009,-111.795969,3441.047906,45.586764,-7.136953,55.893320,0.671021,-0.169329,0.270796,-0.669124,-0.080284,0.012302,0.000000
17.050000,729.404880,-115.713302,3470.263964,45.450428,-7.108297,50.351566,0.665858,-0.182682,0.288922,-0.663162,-0.091420,0.014069,0.000000
17.600000,754.366925,-119.615444,3496.439518,45.321929,-7.081589,44.836511,0.659505,-0.197651,0.309374,-0.655953,-0.103477,0.016736,0.000000
18.150000,779.260338,-123.503375,3519.588618,45.200722,-7.056658,39.345958,0.651645,-0.214200,0.332421,-0.647281,-0.117027,0.020150,0.000000
18.700000,804.088930,-127.378131,3539.724215,45.086143,-7.033689,33.877992,0.641898,-0.232517,0.358349,-0.636779,-0.132857,0.023725,0.000000
19.250000,828.856276,-131.240759,3556.858169,44.978004,-7.012499,28.430533,0.629817,-0.252855,0.387384,-0.623960,-0.150755,0.027516,0.000000
19.800000,853.565920,-135.092138,3571.001159,44.876327,-6.992722,23.001394,0.614888,-0.275275,0.419618,-0.608323,-0.169985,0.031823,0.000000
20.350000,878.221413,-138.932974,3582.162664,44.781074,-6.974143,17.588409,0.596554,-0.299607,0.454939,-0.589397,-0.189726,0.036642,0.000000
20.900000,902.826249,-142.763912,3590.350949,44.692085,-6.956732,12.189311,0.574310,-0.325498,0.492945,-0.566768,-0.208851,0.041582,0.000000
21.450000,927.383789,-146.585591,3595.572911,44.609011,-6.940470,6.801496,0.547843,-0.352382,0.532828,-0.540181,-0.225476,0.046063,0.000000
22.000000,951.897097,-150.398605,3597.834292,44.531033,-6.925170,1.421961,0.517233,-0.379417,0.573306,-0.509748,-0.236819,0.049467,0.000000
22.550000,976.368517,-154.203371,3597.135618,44.456694,-6.910461,-3.952420,0.483181,-0.405469,0.612675,-0.476198,-0.239681,0.051187,0.000000
23.100000,1000.799175,-158.000029,3593.484681,44.368641,-6.892890,-9.316034,0.447178,-0.429279,0.649037,-0.441045,-0.231757,0.050700,0.000000
23.650000,1025.189110,-161.788521,3586.880543,44.339160,-6.886830,-14.707890,0.410977,-0.449949,0.681014,-0.406046,-0.213059,0.047873,0.000000
24.200000,1047.031138,-165.070560,3578.764585,35.715139,-5.170270,-14.909155,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
24.750000,1064.981490,-167.574190,3570.395542,29.896000,-3.999309,-15.576340,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
25.300000,1080.202402,-169.525134,3561.590529,25.652501,-3.133580,-16.465406,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
25.850000,1093.374703,-171.054828,3552.267971,22.375169,-2.453444,-17.441400,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
26.400000,1104.930885,-172.245849,3542.404156,19.734788,-1.893950,-18.422933,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
26.950000,1115.164740,-173.153345,3532.011179,17.542615,-1.417642,-19.358888,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
27.500000,1124.288737,-173.816281,3521.123504,15.684733,-1.001807,-20.218140,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
28.050000,1132.465699,-174.263720,3509.788426,14.088850,-0.632021,-20.983894,0.410934,-0.449972,0.681051,-0.406004,-0.213031,0.047868,0.000000
