# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.325995,0.000658,1478.891851,5.778704,0.008822,31.431226,0.704384,-0.061536,0.061997,-0.704424,-0.006118,0.009840,0.000000
1.100000,6.672888,-0.037738,1506.835116,13.855612,-0.303914,70.586479,0.703203,-0.060335,0.074827,-0.704462,-0.059538,0.060427,0.000000
1.650000,16.854512,-0.605864,1556.597513,23.459210,-1.986121,110.206874,0.701065,-0.063953,0.096032,-0.703702,-0.035542,0.005247,0.000000
2.200000,32.560435,-2.241075,1627.711931,33.472250,-3.844981,148.004449,0.701421,-0.064514,0.093056,-0.703696,-0.002323,0.021272,0.000000
2.750000,53.553332,-4.882363,1718.825869,42.905629,-5.856087,182.822684,0.700457,-0.064826,0.101551,-0.703452,0.008212,-0.007503,0.000000
3.300000,79.480894,-8.623469,1827.633548,50.199753,-7.529044,207.793026,0.699914,-0.063989,0.105929,-0.703424,-0.004749,0.002680,0.000000
3.850000,107.415227,-12.840392,1941.764292,50.949730,-7.705439,205.475830,0.699391,-0.063281,0.110039,-0.703378,-0.008528,0.007913,0.000000
4.400000,135.266584,-17.026557,2052.619418,50.324892,-7.517959,197.636489,0.698822,-0.062629,0.114419,-0.703302,-0.011640,0.011447,0.000000
4.950000,162.784542,-21.114567,2159.203608,49.740360,-7.340493,189.980365,0.698561,-0.062804,0.116526,-0.703200,-0.012062,0.011214,0.000000
5.500000,189.992738,-25.106772,2261.633716,49.200606,-7.172835,182.526678,0.698255,-0.063043,0.118976,-0.703072,-0.010026,0.008515,0.000000
6.050000,216.913863,-29.007571,2360.016340,48.700203,-7.012864,175.257773,0.697889,-0.063352,0.121872,-0.702912,-0.007890,0.005853,0.000000
6.600000,243.568587,-32.821264,2454.447985,48.233481,-6.858321,168.155693,0.697473,-0.063748,0.125120,-0.702719,-0.008294,0.005891,0.000000
7.150000,269.975627,-36.551961,2545.015728,47.797784,-6.709478,161.205553,0.697039,-0.064243,0.128468,-0.702499,-0.010702,0.007879,0.000000
7.700000,296.151588,-40.203979,2631.799504,47.388942,-6.576594,154.394447,0.696620,-0.065201,0.131815,-0.702207,-0.015734,-0.000794,0.000000
8.250000,322.108604,-43.787963,2714.872814,47.007188,-6.451172,147.710451,0.696433,-0.069140,0.134429,-0.701520,-0.014099,0.003554,0.000000
8.800000,347.861571,-47.306084,2794.302778,46.643585,-6.344663,141.144504,0.696108,-0.072431,0.137687,-0.700878,-0.019574,-0.004286,0.000000
9.350000,373.421951,-50.765728,2870.151502,46.305430,-6.239515,134.686609,0.695728,-0.075856,0.141228,-0.700188,-0.018733,0.001381,0.000000
9.900000,398.800501,-54.172917,2942.476487,45.984597,-6.149438,128.329249,0.695334,-0.080101,0.144985,-0.699339,-0.021149,-0.000481,0.000000
10.450000,424.008479,-57.531240,3011.330708,45.682894,-6.065794,122.064734,0.694802,-0.084002,0.149340,-0.698492,-0.023240,0.000120,0.000000
11.000000,449.055006,-60.846651,3076.763402,45.398780,-5.990247,115.886022,0.694236,-0.088752,0.153970,-0.697462,-0.024964,0.000902,0.000000
11.550000,473.949983,-64.121974,3138.819946,45.130651,-5.922007,109.786946,0.693518,-0.093437,0.159255,-0.696377,-0.027805,0.000890,0.000000
12.100000,498.701629,-67.361956,3197.542509,44.877785,-5.860465,103.761461,0.692711,-0.098897,0.164997,-0.695088,-0.030851,0.001042,0.000000
12.650000,523.317627,-70.570051,3252.970136,44.637419,-5.806316,97.804326,0.691748,-0.105214,0.171500,-0.693544,-0.036022,-0.000078,0.000000
13.200000,547.805783,-73.749462,3305.138570,44.412632,-5.755868,91.909104,0.690610,-0.112125,0.178674,-0.691782,-0.038076,0.001606,0.000000
13.750000,572.173453,-76.902677,3354.080911,44.198857,-5.711445,86.072414,0.689229,-0.119437,0.186708,-0.689811,-0.043210,0.001782,0.000000
14.300000,596.426850,-80.032834,3399.827978,43.997537,-5.671410,80.289014,0.687575,-0.127742,0.195729,-0.687469,-0.047973,0.002342,0.000000
14.850000,620.572895,-83.141840,3442.407848,43.807949,-5.634775,74.554836,0.685574,-0.136651,0.205808,-0.684806,-0.053015,0.003777,0.000000
15.400000,644.617394,-86.231892,3481.846701,43.628295,-5.602408,68.866443,0.683135,-0.146512,0.217195,-0.681680,-0.060167,0.004374,0.000000
15.950000,668.565961,-89.305016,3518.168546,43.459152,-5.572982,63.219612,0.680164,-0.157586,0.230055,-0.677952,-0.067684,0.005513,0.000000
16.500000,692.424253,-92.362626,3551.395288,43.299783,-5.546048,57.611046,0.676515,-0.169794,0.244585,-0.673554,-0.076200,0.007249,0.000000
