# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.498447,0.000920,1479.829495,6.177433,0.009912,33.428712,0.704368,-0.061495,0.062176,-0.704428,-0.007779,0.012239,0.000000
1.100000,6.913298,-0.040436,1507.999201,13.573881,-0.306343,68.705906,0.703101,-0.060311,0.075882,-0.704453,-0.061320,0.061124,0.000000
1.650000,16.597556,-0.570829,1554.985249,21.832757,-1.806949,101.710762,0.700878,-0.064130,0.097745,-0.703636,-0.042167,0.009612,0.000000
2.200000,31.001540,-2.052397,1619.475366,30.420709,-3.477860,132.498031,0.701229,-0.065801,0.095087,-0.703495,0.010577,0.007425,0.000000
2.750000,49.940009,-4.402416,1700.351895,38.436822,-5.175220,160.992140,0.700044,-0.065484,0.105167,-0.703270,-0.017053,0.003687,0.000000
3.300000,73.149168,-7.728348,1795.763360,45.783709,-6.891687,185.349495,0.699683,-0.064751,0.107954,-0.703275,-0.027659,0.026508,0.000000
3.850000,100.180374,-12.001641,1903.503284,52.080662,-8.534840,204.733678,0.699148,-0.064447,0.112169,-0.703176,-0.016657,0.021880,0.000000
4.400000,129.548836,-16.899034,2017.421316,54.200102,-9.127176,207.521717,0.698540,-0.063934,0.116792,-0.703075,-0.013002,0.018166,0.000000
4.950000,159.219128,-21.877987,2129.543920,53.617747,-8.951112,199.925774,0.698171,-0.063976,0.119646,-0.702957,-0.006327,0.006311,0.000000
5.500000,188.534292,-26.745516,2237.373933,52.994004,-8.753509,192.218577,0.697810,-0.064149,0.122441,-0.702819,-0.005098,0.003988,0.000000
6.050000,217.518793,-31.506251,2341.023134,52.415390,-8.564275,184.719086,0.697418,-0.064386,0.125434,-0.702658,-0.005684,0.003745,0.000000
6.600000,246.196923,-36.165442,2440.600270,51.877672,-8.382733,177.408712,0.697008,-0.064698,0.128539,-0.702475,-0.008223,0.005830,0.000000
