# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,2.826396,0.001081,1487.133831,11.007837,-0.011109,59.722137,0.704219,-0.061153,0.063865,-0.704456,-0.021700,0.031096,0.000000
1.100000,12.653853,-0.252463,1538.841624,25.130766,-1.327556,128.378189,0.702338,-0.060843,0.083646,-0.704288,-0.051811,0.032314,0.000000
1.650000,30.576939,-1.643040,1627.281965,39.814195,-3.580962,192.546483,0.702407,-0.061595,0.083162,-0.704212,-0.013681,0.031317,0.000000
2.200000,54.692608,-3.981740,1742.228656,44.717060,-4.394578,210.387633,0.701895,-0.060975,0.087963,-0.704193,-0.007814,0.020557,0.000000
2.750000,79.137700,-6.369027,1855.782148,44.185498,-4.281465,202.571009,0.701411,-0.060356,0.092355,-0.704166,-0.005904,0.015036,0.000000
3.300000,103.299897,-8.690835,1965.096908,43.689337,-4.162071,194.969673,0.700901,-0.059773,0.096864,-0.704118,-0.004441,0.010751,0.000000
3.850000,127.197886,-10.944501,2070.285469,43.225995,-4.040647,187.562685,0.700367,-0.059230,0.101464,-0.704048,-0.003071,0.004309,0.000000
4.400000,150.851941,-13.134124,2171.449114,42.794615,-3.920848,180.333336,0.700125,-0.059447,0.103626,-0.703956,-0.007725,0.007648,0.000000
4.950000,174.278730,-15.260106,2268.681309,42.395943,-3.807867,173.264438,0.699871,-0.059677,0.105862,-0.703856,-0.009306,0.007470,0.000000
5.500000,197.494039,-17.324723,2362.066257,42.026555,-3.700101,166.340787,0.699569,-0.059951,0.108479,-0.703734,-0.008072,0.005672,0.000000
6.050000,220.512454,-19.330436,2451.680824,41.681813,-3.595257,159.551489,0.699219,-0.060348,0.111486,-0.703578,-0.008103,0.005949,0.000000
6.600000,243.347696,-21.279792,2537.595750,41.359480,-3.493930,152.886145,0.698853,-0.060865,0.114602,-0.703396,-0.010174,0.007440,0.000000
7.150000,266.012057,-23.175114,2619.876410,41.058050,-3.401385,146.334740,0.698467,-0.061562,0.117873,-0.703178,-0.012854,0.003031,0.000000
7.700000,288.513854,-25.025310,2698.583244,40.772873,-3.321039,139.888403,0.698327,-0.065707,0.120226,-0.702544,-0.015341,-0.000804,0.000000
8.250000,310.864892,-26.830008,2773.771506,40.504231,-3.247431,133.539203,0.698005,-0.068479,0.123435,-0.702043,-0.018823,-0.004050,0.000000
8.800000,333.072377,-28.596930,2845.492707,40.253641,-3.176737,127.279502,0.697732,-0.072604,0.126537,-0.701346,-0.017561,0.001707,0.000000
