# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.731212,0.000914,1481.124903,7.486923,0.007294,40.705286,0.704347,-0.061441,0.062413,-0.704432,-0.010505,0.016308,0.000000
1.100000,8.447814,-0.082970,1516.423986,16.461602,-0.470136,84.235178,0.702791,-0.060228,0.079056,-0.704420,-0.068866,0.064117,0.000000
1.650000,18.772914,-0.573198,1567.230010,21.224749,-1.388090,100.525883,0.701189,-0.064580,0.095086,-0.703649,-0.011817,-0.013879,0.000000
2.200000,31.849288,-1.583351,1627.114505,26.296130,-2.234289,117.350538,0.701638,-0.065088,0.091233,-0.703665,-0.007898,0.021913,0.000000
2.750000,47.707337,-3.076826,1696.282037,31.442795,-3.288621,134.035549,0.700234,-0.065365,0.103521,-0.703337,-0.020817,0.006073,0.000000
3.300000,66.415719,-5.203641,1774.260203,36.480280,-4.408996,149.176683,0.700049,-0.065369,0.105053,-0.703294,-0.020321,0.027281,0.000000
3.850000,87.774306,-7.953439,1859.977774,41.142629,-5.598303,162.156465,0.699244,-0.065846,0.111685,-0.703028,-0.001326,0.003057,0.000000
4.400000,111.554462,-11.336289,1952.149175,45.209966,-6.700254,172.430659,0.698482,-0.065398,0.117508,-0.702878,-0.013751,0.010718,0.000000
4.950000,137.001942,-15.188364,2047.682258,46.719235,-7.131250,172.706695,0.697847,-0.065010,0.122204,-0.702744,-0.018301,0.018413,0.000000
5.500000,162.589380,-19.079475,2140.782895,46.324361,-7.009260,165.865299,0.697541,-0.065649,0.124684,-0.702553,-0.010833,0.009898,0.000000
6.050000,187.963634,-22.900841,2230.156832,45.953523,-6.891234,159.149470,0.697027,-0.066204,0.128606,-0.702304,-0.006474,0.002026,0.000000
6.600000,213.139642,-26.656547,2315.869719,45.601731,-6.770529,152.551239,0.696492,-0.066791,0.132597,-0.702037,-0.012605,0.008173,0.000000
7.150000,238.130471,-30.349839,2397.982477,45.275255,-6.657370,146.058711,0.696030,-0.067640,0.136091,-0.701745,-0.014402,0.010629,0.000000
7.700000,262.947163,-33.982066,2476.551983,44.971237,-6.551911,139.664195,0.695425,-0.068575,0.140521,-0.701381,-0.012783,0.007128,0.000000
8.250000,287.601401,-37.556399,2551.630323,44.684027,-6.447182,133.362440,0.694762,-0.069603,0.145255,-0.700972,-0.016457,0.010473,0.000000
8.800000,312.103342,-41.075813,2623.265965,44.414891,-6.353834,127.144730,0.694092,-0.071051,0.150078,-0.700475,-0.019249,0.004341,0.000000
9.350000,336.459673,-44.548323,2691.504016,44.158894,-6.269816,121.005827,0.693685,-0.075948,0.154329,-0.699439,-0.023406,0.000860,0.000000
9.900000,360.681177,-47.973185,2756.385628,43.919541,-6.188993,114.939248,0.693001,-0.079276,0.159537,-0.698579,-0.024868,0.002580,0.000000
10.450000,384.773475,-51.357744,2817.949564,43.692454,-6.117027,108.940208,0.692368,-0.084466,0.164878,-0.697357,-0.027724,0.002376,0.000000
11.000000,408.745391,-54.702724,2876.231290,43.479225,-6.049252,103.003536,0.691479,-0.088822,0.171134,-0.696189,-0.029697,0.004377,0.000000
11.550000,432.602534,-58.013480,2931.264134,43.276606,-5.989659,97.125091,0.690534,-0.094475,0.177845,-0.694700,-0.034101,0.002948,0.000000
12.100000,456.352145,-61.291600,2983.078666,43.087193,-5.932081,91.300054,0.689344,-0.100097,0.185465,-0.693100,-0.036156,0.006421,0.000000
12.650000,480.000045,-64.540309,3031.703390,42.906917,-5.882167,85.525103,0.687945,-0.106378,0.193945,-0.691232,-0.041667,0.005061,0.000000
13.200000,503.551898,-67.762298,3077.164655,42.738030,-5.834509,79.795910,0.686294,-0.113519,0.203383,-0.689021,-0.045745,0.007391,0.000000
13.750000,527.013603,-70.959078,3119.486690,42.578645,-5.791103,74.109246,0.684254,-0.121005,0.214092,-0.686526,-0.051142,0.008957,0.000000
14.300000,550.389992,-74.133328,3158.692024,42.427950,-5.752066,68.461843,0.681821,-0.129562,0.226095,-0.683530,-0.058212,0.009466,0.000000
14.850000,573.686017,-77.286757,3194.801296,42.286148,-5.715535,62.850396,0.678863,-0.139151,0.239651,-0.679963,-0.065700,0.011585,0.000000
15.400000,596.905961,-80.421266,3227.833625,42.151256,-5.683240,57.272415,0.675237,-0.150113,0.255067,-0.675620,-0.076157,0.012193,0.000000
