# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.600000,0.777343,0.000037,1475.862848,2.788748,0.001487,15.346235,0.704413,-0.061601,0.061662,-0.704418,-0.000374,0.003521,0.000000
1.200000,3.543337,-0.012975,1489.491450,6.432104,-0.107652,30.014942,0.703650,-0.056544,0.070014,-0.704824,-0.020779,0.063838,0.000000
1.800000,8.535982,-0.285407,1511.806475,10.284930,-0.993461,44.286083,0.700646,-0.046266,0.098903,-0.705105,-0.069946,0.111238,0.000000
2.400000,16.018664,-1.458436,1542.453637,14.794050,-3.096599,57.682086,0.696346,-0.044501,0.135853,-0.703324,-0.083136,0.050282,0.000000
3.000000,26.422980,-4.093200,1580.786093,19.930170,-5.645165,69.878855,0.695713,-0.055454,0.146164,-0.701103,-0.013379,-0.032523,0.000000
3.600000,39.885404,-8.133149,1626.015952,24.712405,-7.714753,80.110944,0.695444,-0.056273,0.148361,-0.700843,-0.025751,0.053316,0.000000
4.200000,55.478442,-13.129376,1674.826032,26.869889,-8.778403,81.185956,0.692103,-0.055125,0.169772,-0.699380,-0.050056,0.022090,0.000000
4.800000,71.727643,-18.463651,1722.140118,27.098738,-8.894650,75.959755,0.691448,-0.060562,0.176488,-0.697914,-0.019276,0.012911,0.000000
5.400000,87.964749,-23.784779,1765.901322,27.024764,-8.846568,69.914988,0.688533,-0.059535,0.192538,-0.696640,-0.054756,0.053858,0.000000
6.000000,104.160581,-29.085010,1806.041228,26.964295,-8.821821,63.887611,0.685199,-0.063266,0.212198,-0.693882,-0.050914,0.021337,0.000000
6.600000,120.322961,-34.368293,1842.571580,26.909518,-8.786509,57.885166,0.682740,-0.067968,0.226652,-0.691286,-0.048550,0.034979,0.000000
7.200000,136.451208,-39.628397,1875.508509,26.851562,-8.748849,51.907765,0.677946,-0.070019,0.249265,-0.688007,-0.072889,0.058965,0.000000
7.800000,152.546148,-44.869219,1904.863862,26.799622,-8.721701,45.945711,0.671700,-0.074645,0.277429,-0.682848,-0.085696,0.052536,0.000000
