# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.600000,0.797597,0.000049,1475.974458,2.868036,0.001736,15.732189,0.704412,-0.061593,0.061672,-0.704419,-0.000440,0.004060,0.000000
1.200000,3.631738,-0.014090,1489.950170,6.580758,-0.115085,30.785505,0.703621,-0.056381,0.070319,-0.704836,-0.021483,0.065391,0.000000
1.800000,8.737213,-0.301117,1512.841320,10.515883,-1.040997,45.434177,0.700561,-0.046060,0.099659,-0.705096,-0.070813,0.111122,0.000000
2.400000,16.388462,-1.520724,1544.285879,15.126546,-3.201023,59.189505,0.696379,-0.044818,0.135745,-0.703292,-0.079777,0.043845,0.000000
3.000000,27.018577,-4.221765,1583.629203,20.340915,-5.749567,71.741240,0.696026,-0.055773,0.143926,-0.701230,-0.008888,-0.032438,0.000000
3.600000,40.738818,-8.319841,1630.079441,25.159980,-7.815870,82.299140,0.695504,-0.055548,0.147420,-0.701038,-0.030410,0.058567,0.000000
4.200000,56.610373,-13.384919,1680.249437,27.347363,-8.900732,83.504085,0.692390,-0.055319,0.167977,-0.699514,-0.043783,0.012457,0.000000
4.800000,73.146309,-18.790359,1728.959080,27.574513,-9.009758,78.284885,0.691855,-0.059911,0.173530,-0.698308,-0.020094,0.021092,0.000000
5.400000,89.667067,-24.180447,1774.111302,27.495856,-8.962968,72.226045,0.688719,-0.058728,0.191023,-0.696941,-0.055209,0.048591,0.000000
6.000000,106.145317,-29.550656,1815.633610,27.434047,-8.936795,66.185420,0.686017,-0.063165,0.207899,-0.694383,-0.043172,0.016256,0.000000
6.600000,122.587958,-34.900976,1853.539823,27.373618,-8.895764,60.173739,0.683517,-0.066561,0.222045,-0.692148,-0.049124,0.041671,0.000000
7.200000,138.993345,-40.226665,1887.846853,27.312006,-8.858971,54.185854,0.678635,-0.068387,0.245408,-0.688877,-0.072029,0.054694,0.000000
7.800000,155.364180,-45.533744,1918.565881,27.258780,-8.831542,48.213686,0.673255,-0.073664,0.270884,-0.684049,-0.077031,0.043647,0.000000
8.400000,171.704713,-50.823698,1945.707165,27.209836,-8.800763,42.260732,0.667508,-0.080253,0.296353,-0.678355,-0.084233,0.052382,0.000000
9.000000,188.016043,-56.094282,1969.282673,27.161419,-8.768186,36.327160,0.659246,-0.086230,0.327958,-0.671119,-0.105841,0.073563,0.000000
9.600000,204.298962,-61.346502,1989.302577,27.115829,-8.740444,30.407617,0.647602,-0.093309,0.367560,-0.660911,-0.130620,0.085803,0.000000
10.200000,220.556049,-66.583965,2005.773851,27.075115,-8.718206,24.498553,0.633325,-0.103261,0.411806,-0.647033,-0.150321,0.087873,0.000000
10.800000,236.789699,-71.808426,2018.703446,27.037453,-8.696515,18.602441,0.615970,-0.116059,0.460080,-0.628837,-0.175709,0.098265,0.000000
11.400000,253.001489,-77.019648,2028.099568,27.002323,-8.674238,12.720161,0.592855,-0.130862,0.515553,-0.604649,-0.211621,0.121583,0.000000
12.000000,269.193170,-82.217762,2033.969944,26.970614,-8.653206,6.849376,0.560757,-0.147101,0.580196,-0.572087,-0.253984,0.150853,0.000000
12.600000,285.367098,-87.404137,2036.319783,26.943249,-8.635345,0.985519,0.517518,-0.164371,0.652162,-0.528998,-0.293485,0.176364,0.000000
13.200000,301.525832,-92.580885,2035.151771,26.919665,-8.620984,-4.877759,0.463511,-0.181869,0.725548,-0.475035,-0.316571,0.188448,0.000000
13.800000,317.670785,-97.749598,2030.464739,26.905500,-8.613502,-10.755833,0.403198,-0.198129,0.791817,-0.413726,-0.306057,0.177707,0.000000
14.400000,333.674516,-102.832709,2022.366179,25.618145,-7.826911,-15.454832,0.363903,-0.207403,0.827940,-0.372923,-0.273443,0.155122,0.000000
15.000000,348.004201,-106.892797,2012.431446,22.264734,-5.779506,-17.633842,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
15.600000,360.505710,-109.838758,2001.239675,19.485608,-4.089448,-19.642023,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
16.200000,371.467668,-111.850681,1988.898663,17.110584,-2.652387,-21.462031,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
16.800000,381.098781,-113.059698,1975.525293,15.037216,-1.405635,-23.082010,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
17.400000,389.562224,-113.569975,1961.239919,13.214352,-0.322415,-24.504064,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
18.000000,396.999882,-113.476416,1946.158635,11.611807,0.610970,-25.736000,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
18.600000,403.533534,-112.862302,1930.393594,10.195522,1.416427,-26.784028,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
19.200000,409.267310,-111.799487,1914.051730,8.942734,2.108379,-27.661877,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
19.800000,414.293592,-110.352379,1897.229700,7.835156,2.698768,-28.386505,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
20.400000,418.694877,-108.578827,1880.014042,6.857368,3.197892,-28.976679,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
21.000000,422.545019,-106.530855,1862.479876,5.995680,3.615083,-29.451302,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
21.600000,425.909888,-104.255011,1844.691142,5.237695,3.958925,-29.828417,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
22.200000,428.848675,-101.793183,1826.702033,4.571949,4.237433,-30.124497,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
22.800000,431.413140,-99.182054,1808.556136,3.988027,4.457961,-30.353956,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
23.400000,433.649257,-96.454213,1790.289247,3.476382,4.627277,-30.529172,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
24.000000,435.597762,-93.638521,1771.930516,3.028299,4.751569,-30.660607,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
24.600000,437.294460,-90.760316,1753.503653,2.635941,4.836411,-30.757058,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
25.200000,438.770687,-87.841766,1735.027593,2.292306,4.886794,-30.825757,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
25.800000,440.053792,-84.902213,1716.517183,1.991163,4.907162,-30.872545,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
26.400000,441.167768,-81.958597,1697.984261,1.726976,4.901460,-30.902150,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
27.000000,442.133101,-79.025353,1679.437797,1.494956,4.873105,-30.918241,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
27.600000,442.967667,-76.115056,1660.884692,1.290870,4.825116,-30.923719,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
28.200000,443.687267,-73.238807,1642.330662,1.110959,4.760167,-30.921014,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
28.800000,444.305213,-70.405937,1623.780025,0.952039,4.680519,-30.911992,0.363901,-0.207403,0.827942,-0.372921,-0.273442,0.155121,0.000000
