id,rocket mass (kg),time (s),motor type,impulse (N*s),burn out (s),nozzle radius (m),throat radius (m),radius (kg*m^2),distance rocket nozzle (m),distance rocket propellant (m),nose length (m),nose distance to cm (m),fin span (m),fin distance to cm (m),rail length (m),latitude,longitude,Phase 1 - Rail Launch,Phase 2 - Powered Flight,Apogee,Phase 3 - Drogue Parachute Deployment,Phase 4 - Descent Under Drogue Parachute,Phase 5 - Main Parachute Deployment,Phase 6 - Descent Under Main Parachute,Phase 7 - Impact,No. Stages,apogee X,apogee Y,apogee Z,x impact,y impact,impact velocity
11,25,180.325244737684,Cesaroni_M1400,6258.825,4.47,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.405690733734227,21.2451902403756,21.247619047619,22.747619047619,71.9809523809523,73.4809523809523,180.325244737684,7,874.196181002539,-135.465208655602,3403.91103992419,1165.3230263698,698.403904898956,-6.97503737417146
12,26,171.660050237802,Cesaroni_M1400,6258.825,4.47,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.41315511356078,20.6788490753749,20.6857142857142,22.1857142857142,65.5238095238095,67.0238095238095,171.660050237802,7,828.979758212342,-129.912752281006,3281.61136509896,1098.52439851793,671.297414727004,-7.11320925767658
13,21,241.450019964125,Cesaroni_M1540,6819,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.342388293820932,25.0633999825413,25.0666666666666,26.5666666666666,122.857142857142,124.357142857142,241.450019964125,7,1218.31311020679,-182.57088558547,4370.76881929113,1691.8869962149,716.201473225953,-6.39260649361094
14,22,228.539055548588,Cesaroni_M1540,6819,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.34989807609182,24.4723753989575,24.4761904761904,25.9761904761904,112.75238095238,114.25238095238,228.539055548588,7,1163.4042775103,-176.320717251121,4197.37174684195,1602.2269706668,710.916599490132,-6.54307267330568
15,23,216.615468009714,Cesaroni_M1540,6819,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.35725171726418,23.8825919619355,23.8857142857142,25.3857142857142,103.466666666666,104.966666666666,216.615468009714,7,1109.84605296379,-170.008495100386,4033.69409295224,1517.11709773367,703.961196452184,-6.69015870108516
16,24,205.581050895496,Cesaroni_M1540,6819,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.364513039043206,23.295899082241,23.3047619047619,24.8047619047619,94.9238095238095,96.4238095238095,205.581050895496,7,1057.61399464782,-163.784376700637,3879.32003041501,1436.38805240866,695.608947122044,-6.8340838790581
17,25,195.396063200362,Cesaroni_M1540,6819,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.371696113142805,22.7155393316132,22.7238095238095,24.2238095238095,87.0666666666666,88.5666666666666,195.396063200362,7,1007.02535107972,-157.486100426843,3734.06310021655,1359.70481024987,687.272991507528,-6.97504000909232
18,26,185.996068073375,Cesaroni_M1540,6819,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.378840607853057,22.1454907915843,22.1523809523809,23.6523809523809,79.8571428571428,81.3571428571428,185.996068073375,7,958.374493646659,-151.405866443485,3597.93754732398,1287.02734605888,674.281443512985,-7.11320761079004
19,21,217.329733850005,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.402070385122216,22.9054473442014,22.9142857142857,24.4142857142857,98.7238095238095,100.223809523809,217.329733850005,7,990.884576902121,-129.083705697385,3870.25734240352,1361.92164112572,804.679561441292,-6.39260660268093
20,22,205.623706491346,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.409956376561292,22.3094449602905,22.3142857142857,23.8142857142857,89.847619047619,91.347619047619,205.623706491346,7,940.074625506834,-123.997139661792,3717.59416312635,1281.61415763182,790.936689042233,-6.54307267695826
21,23,194.824577532899,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.418541994127549,21.7159345861808,21.7238095238095,23.2238095238095,81.6952380952381,83.1952380952381,194.824577532899,7,890.652633723953,-118.967979965298,3573.57275595009,1205.1345516582,771.615481566719,-6.69015858175811
22,24,185.010772905065,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.425526174061598,21.1398260053761,21.1428571428571,22.6428571428571,74.3428571428571,75.8428571428571,185.010772905065,7,844.051329369601,-114.186155516607,3440.80700500292,1133.84254519545,747.265154050772,-6.8340824808594
23,25,175.9581256236,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.433061816946777,20.5743051785294,20.5809523809523,22.0809523809523,67.6190476190476,69.1190476190476,175.9581256236,7,799.370545396623,-109.494173402911,3316.50491182809,1066.5902943638,719.128889448119,-6.97503995494239
24,26,167.646588855033,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.440686651512612,20.0239601641254,20.0285714285714,21.5285714285714,61.5047619047619,63.0047619047619,167.646588855033,7,756.935408672918,-105.005561715287,3200.91989867058,1003.22601402598,688.466720153256,-7.11320740504801
25,21,224.65646716642,Cesaroni_M3100,6131.30042449999,2,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.260224385263918,22.8398003632037,22.847619047619,24.347619047619,106.066666666666,107.566666666666,224.65646716642,7,944.9091933521,-71.2486464196212,4040.4293150409,1332.51030673114,867.109438327427,-6.39260656738587
26,22,212.955452760175,Cesaroni_M3100,6131.30042449999,2,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.266064533667135,22.2816641274574,22.2857142857142,23.7857142857142,97.1904761904762,98.6904761904762,212.955452760175,7,897.701601315339,-68.656931501173,3889.72436726006,1255.05089342611,852.584687126742,-6.54307355965109
27,23,202.186662018028,Cesaroni_M3100,6131.30042449999,2,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.271362189243681,21.7271248024031,21.7333333333333,23.2333333333333,89.0380952380952,90.5380952380952,202.186662018028,7,852.180235225568,-66.0373655285309,3747.75069380665,1182.27070472656,838.136820194279,-6.69015858318121
28,24,192.23940638147,Cesaroni_M3100,6131.30042449999,2,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.276854816282168,21.1787809815166,21.1809523809523,22.6809523809523,81.5714285714285,83.0714285714285,192.23940638147,7,808.39684375043,-63.4517473098354,3614.1942740636,1113.23592539595,819.529315121425,-6.83408261981425
29,25,183.044596384861,Cesaroni_M3100,6131.30042449999,2,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.281987479511992,20.6385146103065,20.647619047619,22.147619047619,74.7142857142857,76.2142857142857,183.044596384861,7,766.510517570885,-60.9574604861751,3488.68022295897,1048.23756027082,796.342220362787,-6.97503999686201
30,26,174.603095515115,Cesaroni_M3100,6131.30042449999,2,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.287159560866724,20.1112917883368,20.1142857142857,21.6142857142857,68.447619047619,69.947619047619,174.603095515115,7,726.769796776761,-58.5786353454073,3371.49669178514,986.966654336538,770.061483021988,-7.11320807282046
