# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,1.880029,0.001132,1481.947508,8.112756,0.007871,44.139664,0.704335,-0.061410,0.062555,-0.704435,-0.011800,0.018126,0.000000
1.100000,9.145740,-0.099095,1520.229185,17.806537,-0.551777,91.387368,0.702710,-0.060270,0.079874,-0.704404,-0.068494,0.061462,0.000000
1.650000,20.311595,-0.653668,1575.411879,22.923316,-1.518643,109.295387,0.701492,-0.064497,0.092312,-0.703724,0.002719,-0.021249,0.000000
2.200000,34.383993,-1.722436,1640.580774,28.219743,-2.339801,127.801008,0.701699,-0.063788,0.090355,-0.703836,-0.024312,0.035417,0.000000
2.750000,51.399475,-3.308690,1715.943767,33.723563,-3.495570,146.101984,0.700588,-0.064843,0.100415,-0.703483,-0.000241,-0.007022,0.000000
3.300000,71.413950,-5.541644,1800.982507,38.965419,-4.630035,162.744297,0.700118,-0.064031,0.104214,-0.703474,-0.028005,0.026240,0.000000
3.850000,94.210889,-8.430800,1894.521669,43.840076,-5.848576,177.008409,0.699641,-0.064099,0.108154,-0.703346,-0.011468,0.018257,0.000000
4.400000,119.524069,-11.970449,1995.158008,48.078286,-7.004238,188.309403,0.698970,-0.063833,0.113472,-0.703200,-0.005324,0.009824,0.000000
4.950000,146.553080,-15.990129,2099.522501,49.587338,-7.445056,188.741752,0.698427,-0.063615,0.117673,-0.703069,-0.000567,-0.003517,0.000000
5.500000,173.685382,-20.038732,2201.324574,49.085715,-7.285504,181.474724,0.698060,-0.063813,0.120548,-0.702928,-0.007227,0.004037,0.000000
6.050000,200.553801,-24.004374,2299.175078,48.620940,-7.134261,174.372171,0.697723,-0.064166,0.123199,-0.702771,-0.011593,0.009868,0.000000
6.600000,227.176427,-27.890352,2393.160330,48.190593,-6.993245,167.417260,0.697365,-0.064656,0.126011,-0.702583,-0.011075,0.009371,0.000000
7.150000,253.569616,-31.699635,2483.358655,47.789645,-6.859607,160.598339,0.696918,-0.065199,0.129445,-0.702352,-0.009396,0.006189,0.000000
7.700000,279.748902,-35.435726,2569.841931,47.413332,-6.729052,153.905840,0.696407,-0.065792,0.133278,-0.702086,-0.011342,0.007350,0.000000
8.250000,305.727705,-39.104401,2652.676433,47.055857,-6.617469,147.329373,0.696033,-0.067816,0.136584,-0.701629,-0.019958,-0.005753,0.000000
8.800000,331.516742,-42.712699,2731.923361,46.725878,-6.504383,140.858370,0.695741,-0.071413,0.139738,-0.700941,-0.015542,0.003918,0.000000
9.350000,357.127621,-46.264510,2807.638958,46.409103,-6.410791,134.486615,0.695391,-0.075312,0.143277,-0.700165,-0.020583,-0.002118,0.000000
9.900000,382.570923,-49.764454,2879.875247,46.113434,-6.319991,128.205669,0.694922,-0.078801,0.147299,-0.699411,-0.021041,0.000931,0.000000
10.450000,407.855264,-53.218570,2948.680699,45.833384,-6.239923,122.009363,0.694441,-0.083306,0.151562,-0.698456,-0.023062,0.000558,0.000000
11.000000,432.990509,-56.629618,3014.099935,45.569343,-6.166309,115.891466,0.693812,-0.087496,0.156434,-0.697493,-0.025484,0.000901,0.000000
11.550000,457.984373,-60.002680,3076.174600,45.320355,-6.099557,109.846151,0.693123,-0.092539,0.161695,-0.696327,-0.027682,0.001466,0.000000
12.100000,482.845445,-63.340235,3134.943059,45.085474,-6.038574,103.868207,0.692268,-0.097585,0.167631,-0.695084,-0.030483,0.002119,0.000000
