# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), e0, e1, e2, e3, ω1 (rad/s), ω2 (rad/s), ω3 (rad/s)
0.000000,0.000000,0.000000,1471.466078,0.000000,0.000000,0.000000,0.704416,-0.061628,0.061628,-0.704416,0.000000,0.000000,0.000000
0.550000,2.053228,0.001407,1482.906324,8.837554,0.008398,48.131230,0.704320,-0.061376,0.062720,-0.704438,-0.013245,0.020123,0.000000
1.100000,9.956722,-0.118987,1524.654897,19.370499,-0.650654,99.696732,0.702638,-0.060343,0.080608,-0.704387,-0.066705,0.057023,0.000000
1.650000,22.096935,-0.746973,1584.921792,24.877640,-1.656817,119.480981,0.701830,-0.064202,0.089114,-0.703827,0.014726,-0.024511,0.000000
2.200000,37.314269,-1.881306,1656.224058,30.453253,-2.483707,139.916930,0.701656,-0.062752,0.090514,-0.703952,-0.037081,0.040789,0.000000
2.750000,55.675219,-3.580323,1738.763988,36.337556,-3.707776,160.079376,0.701020,-0.063888,0.096471,-0.703692,0.007783,-0.003302,0.000000
3.300000,77.193555,-5.937970,1831.969378,41.863561,-4.914693,178.408077,0.700290,-0.063186,0.102640,-0.703610,-0.012480,0.007610,0.000000
3.850000,101.643887,-8.984301,1934.531386,46.942730,-6.154082,194.109940,0.699817,-0.062583,0.106456,-0.703567,-0.018596,0.018768,0.000000
4.400000,128.719263,-12.706306,2044.894486,51.344506,-7.342030,206.519418,0.699291,-0.062041,0.110631,-0.703494,-0.015126,0.018300,0.000000
4.950000,157.555425,-16.919444,2159.356186,52.832585,-7.770931,207.029846,0.699029,-0.062117,0.112771,-0.703408,-0.011154,0.013215,0.000000
5.500000,186.438191,-21.142696,2271.045816,52.199838,-7.580829,199.155128,0.698748,-0.062222,0.115038,-0.703310,-0.008958,0.009843,0.000000
6.050000,214.985505,-25.262675,2378.467218,51.614875,-7.399574,191.503999,0.698440,-0.062381,0.117512,-0.703194,-0.007462,0.007217,0.000000
6.600000,243.222471,-29.284263,2481.737192,51.072804,-7.226393,184.054982,0.698094,-0.062592,0.120258,-0.703055,-0.006829,0.005453,0.000000
7.150000,271.171929,-33.212157,2580.961731,50.569316,-7.060114,176.790265,0.697714,-0.062860,0.123231,-0.702892,-0.007770,0.005678,0.000000
7.700000,298.852727,-37.055243,2676.237234,50.093316,-6.918269,169.691929,0.697529,-0.065417,0.125452,-0.702450,-0.015540,-0.006915,0.000000
8.250000,326.282063,-40.820186,2767.650019,49.650704,-6.781213,162.742490,0.697307,-0.067982,0.127862,-0.701992,-0.015754,-0.003933,0.000000
8.800000,353.474421,-44.515552,2855.278973,49.235441,-6.656712,155.930213,0.697105,-0.071372,0.130300,-0.701407,-0.013997,0.001094,0.000000
9.350000,380.444211,-48.147329,2939.196634,48.841750,-6.549614,149.244983,0.696855,-0.074943,0.133046,-0.700768,-0.016785,-0.002122,0.000000
